"Month","Category Group/Category","Category Group","Category","Assigned","Activity","Available"
"May 2022","Cumulative: Gifts","Cumulative","Gifts",150.00$,-186.69$,422.32$
"May 2022","Cumulative: Exercise","Cumulative","Exercise",50.00$,-121.00$,-71.00$
"May 2022","Cumulative: Home Improvement","Cumulative","Home Improvement",70.00$,-64.15$,5.85$
"May 2022","Cumulative: Public Transportation","Cumulative","Public Transportation",50.00$,0.00$,146.75$
"May 2022","Cumulative: Bike","Cumulative","Bike",50.00$,-135.58$,114.42$
"May 2022","Cumulative: Special Splurge","Cumulative","Special Splurge",0.00$,0.00$,0.00$
"May 2022","Cumulative: Tim's Choice","Cumulative","Tim's Choice",70.00$,0.00$,725.00$
"May 2022","Cumulative: Vivian's Choice","Cumulative","Vivian's Choice",70.00$,0.00$,520.85$
"May 2022","Cumulative: Weddings","Cumulative","Weddings",115.00$,-386.97$,83.03$
"May 2022","Cumulative: Travel","Cumulative","Travel",150.00$,-20.10$,129.90$
"May 2022","Tax Deductible: Koala Budget","Tax Deductible","Koala Budget",0.00$,0.00$,0.00$
"May 2022","Tax Deductible: Timmy's Work","Tax Deductible","Timmy's Work",0.00$,-1.76$,-1.76$
"May 2022","Tax Deductible: Vivian's Work","Tax Deductible","Vivian's Work",0.00$,27.15$,122.41$
"May 2022","Tax Deductible: Medical","Tax Deductible","Medical",200.00$,-441.40$,383.69$
"May 2022","Tax Deductible: God's Money","Tax Deductible","God's Money",580.00$,-552.00$,729.12$
"May 2022","Savings: RESP","Savings","RESP",0.00$,0.00$,0.00$
"May 2022","Savings: Retirement","Savings","Retirement",0.00$,0.00$,0.00$
"May 2022","Savings: Emergency Fund","Savings","Emergency Fund",0.00$,0.00$,1369.82$
"May 2022","Savings: House","Savings","House",-4257.00$,0.00$,55000.00$
"May 2022","Savings: Investment Gain/Loss","Savings","Investment Gain/Loss",0.00$,-4228.09$,-4228.09$
"May 2022","Savings: Savings Expenses","Savings","Savings Expenses",0.00$,0.00$,0.00$
"May 2022","Hidden Categories: Rent","Hidden Categories","Rent",1480.00$,-1480.00$,0.00$
"May 2022","Hidden Categories: Hydro","Hidden Categories","Hydro",70.00$,-102.65$,27.81$
"May 2022","Hidden Categories: Moving & Home Setup","Hidden Categories","Moving & Home Setup",0.00$,0.00$,0.00$
"May 2022","Hidden Categories: Alcohol","Hidden Categories","Alcohol",20.00$,71.00$,150.41$
"May 2022","Hidden Categories: Vivian COGS","Hidden Categories","Vivian COGS",0.00$,0.00$,0.00$
"May 2022","Hidden Categories: Income Tax and HST","Hidden Categories","Income Tax and HST",400.00$,0.00$,400.00$
"May 2022","Hidden Categories: Moving Out Fund","Hidden Categories","Moving Out Fund",500.00$,-84.72$,11295.28$
"May 2022","Hidden Categories: Publishing","Hidden Categories","Publishing",0.00$,0.00$,6615.00$
"May 2022","Hidden Categories: Tuition","Hidden Categories","Tuition",0.00$,0.00$,1642.44$
"Jun 2022","Credit Card Payments: Credit Card (TG)","Credit Card Payments","Credit Card (TG)",0.00$,302.73$,1327.39$
"Jun 2022","Credit Card Payments: Reconcile account","Credit Card Payments","Reconcile account",0.00$,0.00$,0.00$
"Jun 2022","Credit Card Payments: BBC Visa","Credit Card Payments","BBC Visa",0.00$,0.00$,0.00$
"Jun 2022","Credit Card Payments: TD Travel Visa","Credit Card Payments","TD Travel Visa",0.00$,0.00$,0.00$
"Jun 2022","Credit Card Payments: Viv's Credit Card (TG)","Credit Card Payments","Viv's Credit Card (TG)",0.00$,0.00$,0.00$
"Jun 2022","Credit Card Payments: WS Credit Card","Credit Card Payments","WS Credit Card",0.00$,0.00$,0.00$
"Jun 2022","Monthly: Amroth House","Monthly","Amroth House",0.00$,0.00$,0.00$
"Jun 2022","Monthly: Internet","Monthly","Internet",50.00$,-50.82$,5.40$
"Jun 2022","Monthly: Cellphone","Monthly","Cellphone",100.00$,-120.40$,-18.17$
"Jun 2022","Monthly: Groceries","Monthly","Groceries",515.00$,-493.21$,97.74$
"Jun 2022","Monthly: Daycare","Monthly","Daycare",0.00$,0.00$,0.00$
"Jun 2022","Monthly: Life Insurance","Monthly","Life Insurance",0.00$,0.00$,0.00$
"Jun 2022","Cumulative: Fees","Cumulative","Fees",530.00$,-521.01$,8.99$
"Jun 2022","Cumulative: Progeny","Cumulative","Progeny",0.00$,0.00$,0.00$
"Jun 2022","Cumulative: Books & Education","Cumulative","Books & Education",0.00$,0.00$,0.00$
"Jun 2022","Cumulative: Miscellaneous","Cumulative","Miscellaneous",0.00$,0.00$,0.00$
"Jun 2022","Cumulative: Car","Cumulative","Car",450.00$,-805.69$,229.81$
"Jun 2022","Cumulative: Health & Pharmacy","Cumulative","Health & Pharmacy",0.00$,0.00$,0.00$
"Jun 2022","Cumulative: Clothes","Cumulative","Clothes",210.00$,-71.23$,427.46$
"Jun 2022","Cumulative: Eating Out","Cumulative","Eating Out",70.00$,-30.31$,39.69$
"Jun 2022","Cumulative: Fun, Dates & Hobbies","Cumulative","Fun, Dates & Hobbies",50.00$,-61.26$,357.68$
"Jun 2022","Cumulative: Gifts","Cumulative","Gifts",150.00$,-97.70$,474.62$
"Jun 2022","Cumulative: Exercise","Cumulative","Exercise",200.00$,-615.38$,-415.38$
"Jun 2022","Cumulative: Home Improvement","Cumulative","Home Improvement",10.00$,0.00$,15.85$
"Jun 2022","Cumulative: Public Transportation","Cumulative","Public Transportation",0.00$,0.00$,146.75$
"Jun 2022","Cumulative: Bike","Cumulative","Bike",50.00$,-54.21$,110.21$
"Jun 2022","Cumulative: Special Splurge","Cumulative","Special Splurge",0.00$,0.00$,0.00$
"Jun 2022","Cumulative: Tim's Choice","Cumulative","Tim's Choice",80.00$,-20.33$,784.67$
"Jun 2022","Cumulative: Vivian's Choice","Cumulative","Vivian's Choice",80.00$,-56.41$,544.44$
"Jun 2022","Cumulative: Weddings","Cumulative","Weddings",115.00$,84.04$,282.07$
"Jun 2022","Cumulative: Travel","Cumulative","Travel",300.00$,0.00$,429.90$
"Jun 2022","Tax Deductible: Koala Budget","Tax Deductible","Koala Budget",0.00$,0.00$,0.00$
"Jun 2022","Tax Deductible: Timmy's Work","Tax Deductible","Timmy's Work",0.00$,0.00$,0.00$
"Jun 2022","Tax Deductible: Vivian's Work","Tax Deductible","Vivian's Work",0.00$,94.38$,216.79$
"Jun 2022","Tax Deductible: Medical","Tax Deductible","Medical",200.00$,-31.62$,552.07$
"Jun 2022","Tax Deductible: God's Money","Tax Deductible","God's Money",580.00$,-1176.00$,133.12$
"Jun 2022","Savings: RESP","Savings","RESP",0.00$,0.00$,0.00$
"Jun 2022","Savings: Retirement","Savings","Retirement",0.00$,0.00$,0.00$
"Jun 2022","Savings: Emergency Fund","Savings","Emergency Fund",1000.00$,0.00$,2369.82$
"Jun 2022","Savings: House","Savings","House",500.00$,0.00$,55500.00$
"Jun 2022","Savings: Investment Gain/Loss","Savings","Investment Gain/Loss",0.00$,-3856.85$,-3856.85$
"Jun 2022","Savings: Savings Expenses","Savings","Savings Expenses",0.00$,0.00$,0.00$
"Jun 2022","Hidden Categories: Rent","Hidden Categories","Rent",1400.00$,-1363.94$,36.06$
"Jun 2022","Hidden Categories: Hydro","Hidden Categories","Hydro",50.00$,-39.55$,38.26$
"Jun 2022","Hidden Categories: Moving & Home Setup","Hidden Categories","Moving & Home Setup",0.00$,0.00$,0.00$
"Jun 2022","Hidden Categories: Alcohol","Hidden Categories","Alcohol",20.00$,-141.40$,29.01$
"Jun 2022","Hidden Categories: Vivian COGS","Hidden Categories","Vivian COGS",0.00$,0.00$,0.00$
"Jun 2022","Hidden Categories: Income Tax and HST","Hidden Categories","Income Tax and HST",0.00$,0.00$,400.00$
"Jun 2022","Hidden Categories: Moving Out Fund","Hidden Categories","Moving Out Fund",500.00$,-784.11$,11011.17$
"Jun 2022","Hidden Categories: Publishing","Hidden Categories","Publishing",0.00$,0.00$,6615.00$
"Jun 2022","Hidden Categories: Tuition","Hidden Categories","Tuition",171.52$,0.00$,1813.96$
"Jul 2022","Credit Card Payments: Credit Card (TG)","Credit Card Payments","Credit Card (TG)",0.00$,1159.85$,2487.24$
"Jul 2022","Credit Card Payments: Reconcile account","Credit Card Payments","Reconcile account",0.00$,0.00$,0.00$
"Jul 2022","Credit Card Payments: BBC Visa","Credit Card Payments","BBC Visa",0.00$,0.00$,0.00$
"Jul 2022","Credit Card Payments: TD Travel Visa","Credit Card Payments","TD Travel Visa",0.00$,0.00$,0.00$
"Jul 2022","Credit Card Payments: Viv's Credit Card (TG)","Credit Card Payments","Viv's Credit Card (TG)",0.00$,0.00$,0.00$
"Jul 2022","Credit Card Payments: WS Credit Card","Credit Card Payments","WS Credit Card",0.00$,0.00$,0.00$
"Jul 2022","Monthly: Amroth House","Monthly","Amroth House",0.00$,0.00$,0.00$
"Jul 2022","Monthly: Internet","Monthly","Internet",50.00$,-50.82$,4.58$
"Jul 2022","Monthly: Cellphone","Monthly","Cellphone",100.00$,-107.35$,-7.35$
"Jul 2022","Monthly: Groceries","Monthly","Groceries",515.00$,-424.31$,188.43$
"Jul 2022","Monthly: Daycare","Monthly","Daycare",0.00$,0.00$,0.00$
"Jul 2022","Monthly: Life Insurance","Monthly","Life Insurance",0.00$,0.00$,0.00$
"Jul 2022","Cumulative: Fees","Cumulative","Fees",20.00$,-2.00$,26.99$
"Jul 2022","Cumulative: Progeny","Cumulative","Progeny",0.00$,0.00$,0.00$
"Jul 2022","Cumulative: Books & Education","Cumulative","Books & Education",0.00$,0.00$,0.00$
"Jul 2022","Cumulative: Miscellaneous","Cumulative","Miscellaneous",0.00$,0.00$,0.00$
"Jul 2022","Cumulative: Car","Cumulative","Car",450.00$,-184.25$,495.56$
"Jul 2022","Cumulative: Health & Pharmacy","Cumulative","Health & Pharmacy",0.00$,0.00$,0.00$
"Jul 2022","Cumulative: Clothes","Cumulative","Clothes",210.00$,-45.14$,592.32$
"Jul 2022","Cumulative: Eating Out","Cumulative","Eating Out",70.00$,-88.96$,20.73$
"Jul 2022","Cumulative: Fun, Dates & Hobbies","Cumulative","Fun, Dates & Hobbies",50.00$,0.00$,407.68$
"Jul 2022","Cumulative: Gifts","Cumulative","Gifts",150.00$,0.00$,624.62$
"Jul 2022","Cumulative: Exercise","Cumulative","Exercise",200.00$,-24.49$,175.51$
"Jul 2022","Cumulative: Home Improvement","Cumulative","Home Improvement",10.00$,0.00$,25.85$
"Jul 2022","Cumulative: Public Transportation","Cumulative","Public Transportation",0.00$,0.00$,146.75$
"Jul 2022","Cumulative: Bike","Cumulative","Bike",50.00$,0.00$,160.21$
"Jul 2022","Cumulative: Special Splurge","Cumulative","Special Splurge",0.00$,0.00$,0.00$
"Jul 2022","Cumulative: Tim's Choice","Cumulative","Tim's Choice",80.00$,-792.12$,72.55$
"Jul 2022","Cumulative: Vivian's Choice","Cumulative","Vivian's Choice",80.00$,-283.49$,340.95$
"Jul 2022","Cumulative: Weddings","Cumulative","Weddings",115.00$,-286.35$,110.72$
"Jul 2022","Cumulative: Travel","Cumulative","Travel",300.00$,-1064.78$,-334.88$
"Jul 2022","Tax Deductible: Koala Budget","Tax Deductible","Koala Budget",0.00$,0.00$,0.00$
"Jul 2022","Tax Deductible: Timmy's Work","Tax Deductible","Timmy's Work",0.00$,0.00$,0.00$
"Jul 2022","Tax Deductible: Vivian's Work","Tax Deductible","Vivian's Work",0.00$,-690.78$,-473.99$
"Jul 2022","Tax Deductible: Medical","Tax Deductible","Medical",200.00$,-121.73$,630.34$
"Jul 2022","Tax Deductible: God's Money","Tax Deductible","God's Money",520.00$,-276.00$,377.12$
"Jul 2022","Savings: RESP","Savings","RESP",0.00$,0.00$,0.00$
"Jul 2022","Savings: Retirement","Savings","Retirement",0.00$,0.00$,0.00$
"Jul 2022","Savings: Emergency Fund","Savings","Emergency Fund",0.00$,0.00$,2369.82$
"Jul 2022","Savings: House","Savings","House",-1000.00$,0.00$,54500.00$
"Jul 2022","Savings: Investment Gain/Loss","Savings","Investment Gain/Loss",0.00$,0.00$,0.00$
"Jul 2022","Savings: Savings Expenses","Savings","Savings Expenses",0.00$,0.00$,0.00$
"Jul 2022","Hidden Categories: Rent","Hidden Categories","Rent",1400.00$,-1298.02$,138.04$
"Jul 2022","Hidden Categories: Hydro","Hidden Categories","Hydro",50.00$,-41.72$,46.54$
"Jul 2022","Hidden Categories: Moving & Home Setup","Hidden Categories","Moving & Home Setup",0.00$,0.00$,0.00$
"Jul 2022","Hidden Categories: Alcohol","Hidden Categories","Alcohol",20.00$,0.00$,49.01$
"Jul 2022","Hidden Categories: Vivian COGS","Hidden Categories","Vivian COGS",0.00$,-33.89$,-33.89$
"Jul 2022","Hidden Categories: Income Tax and HST","Hidden Categories","Income Tax and HST",0.00$,0.00$,400.00$
"Jul 2022","Hidden Categories: Moving Out Fund","Hidden Categories","Moving Out Fund",0.00$,0.00$,11011.17$
"Jul 2022","Hidden Categories: Publishing","Hidden Categories","Publishing",-600.00$,0.00$,6015.00$
"Jul 2022","Hidden Categories: Tuition","Hidden Categories","Tuition",-1000.58$,0.00$,813.38$
"Aug 2022","Credit Card Payments: Credit Card (TG)","Credit Card Payments","Credit Card (TG)",0.00$,-3526.64$,-1039.40$
"Aug 2022","Credit Card Payments: Reconcile account","Credit Card Payments","Reconcile account",0.00$,0.00$,0.00$
"Aug 2022","Credit Card Payments: BBC Visa","Credit Card Payments","BBC Visa",0.00$,0.00$,0.00$
"Aug 2022","Credit Card Payments: TD Travel Visa","Credit Card Payments","TD Travel Visa",0.00$,0.00$,0.00$
"Aug 2022","Credit Card Payments: Viv's Credit Card (TG)","Credit Card Payments","Viv's Credit Card (TG)",0.00$,0.00$,0.00$
"Aug 2022","Credit Card Payments: WS Credit Card","Credit Card Payments","WS Credit Card",0.00$,0.00$,0.00$
"Aug 2022","Monthly: Amroth House","Monthly","Amroth House",0.00$,0.00$,0.00$
"Aug 2022","Monthly: Internet","Monthly","Internet",52.00$,-50.82$,5.76$
"Aug 2022","Monthly: Cellphone","Monthly","Cellphone",100.00$,-107.97$,-7.97$
"Aug 2022","Monthly: Groceries","Monthly","Groceries",515.00$,-797.77$,-94.34$
"Aug 2022","Monthly: Daycare","Monthly","Daycare",0.00$,0.00$,0.00$
"Aug 2022","Monthly: Life Insurance","Monthly","Life Insurance",0.00$,0.00$,0.00$
"Aug 2022","Cumulative: Fees","Cumulative","Fees",20.00$,0.00$,46.99$
"Aug 2022","Cumulative: Progeny","Cumulative","Progeny",0.00$,0.00$,0.00$
"Aug 2022","Cumulative: Books & Education","Cumulative","Books & Education",0.00$,0.00$,0.00$
"Aug 2022","Cumulative: Miscellaneous","Cumulative","Miscellaneous",0.00$,0.00$,0.00$
"Aug 2022","Cumulative: Car","Cumulative","Car",450.00$,-163.10$,782.46$
"Aug 2022","Cumulative: Health & Pharmacy","Cumulative","Health & Pharmacy",0.00$,0.00$,0.00$
"Aug 2022","Cumulative: Clothes","Cumulative","Clothes",160.00$,-34.65$,717.67$
"Aug 2022","Cumulative: Eating Out","Cumulative","Eating Out",200.00$,-205.53$,15.20$
"Aug 2022","Cumulative: Fun, Dates & Hobbies","Cumulative","Fun, Dates & Hobbies",50.00$,-18.58$,439.10$
"Aug 2022","Cumulative: Gifts","Cumulative","Gifts",150.00$,0.00$,774.62$
"Aug 2022","Cumulative: Exercise","Cumulative","Exercise",150.00$,100.00$,425.51$
"Aug 2022","Cumulative: Home Improvement","Cumulative","Home Improvement",10.00$,-11.87$,23.98$
"Aug 2022","Cumulative: Public Transportation","Cumulative","Public Transportation",50.00$,0.00$,196.75$
"Aug 2022","Cumulative: Bike","Cumulative","Bike",50.00$,0.00$,210.21$
"Aug 2022","Cumulative: Special Splurge","Cumulative","Special Splurge",0.00$,0.00$,0.00$
"Aug 2022","Cumulative: Tim's Choice","Cumulative","Tim's Choice",70.00$,0.00$,142.55$
"Aug 2022","Cumulative: Vivian's Choice","Cumulative","Vivian's Choice",70.00$,0.00$,410.95$
"Aug 2022","Cumulative: Weddings","Cumulative","Weddings",60.00$,-58.02$,112.70$
"Aug 2022","Cumulative: Travel","Cumulative","Travel",200.00$,0.00$,200.00$
"Aug 2022","Tax Deductible: Koala Budget","Tax Deductible","Koala Budget",0.00$,0.00$,0.00$
"Aug 2022","Tax Deductible: Timmy's Work","Tax Deductible","Timmy's Work",0.00$,-67.78$,-67.78$
"Aug 2022","Tax Deductible: Vivian's Work","Tax Deductible","Vivian's Work",0.00$,-21.34$,-21.34$
"Aug 2022","Tax Deductible: Medical","Tax Deductible","Medical",100.00$,-280.30$,450.04$
"Aug 2022","Tax Deductible: God's Money","Tax Deductible","God's Money",520.00$,-416.00$,481.12$
"Aug 2022","Savings: RESP","Savings","RESP",0.00$,0.00$,0.00$
"Aug 2022","Savings: Retirement","Savings","Retirement",0.00$,0.00$,0.00$
"Aug 2022","Savings: Emergency Fund","Savings","Emergency Fund",0.00$,0.00$,2369.82$
"Aug 2022","Savings: House","Savings","House",500.00$,0.00$,55000.00$
"Aug 2022","Savings: Investment Gain/Loss","Savings","Investment Gain/Loss",0.00$,0.00$,0.00$
"Aug 2022","Savings: Savings Expenses","Savings","Savings Expenses",0.00$,0.00$,0.00$
"Aug 2022","Hidden Categories: Rent","Hidden Categories","Rent",3030.00$,-3033.02$,135.02$
"Aug 2022","Hidden Categories: Hydro","Hidden Categories","Hydro",50.00$,-44.77$,51.77$
"Aug 2022","Hidden Categories: Moving & Home Setup","Hidden Categories","Moving & Home Setup",0.00$,0.00$,0.00$
"Aug 2022","Hidden Categories: Alcohol","Hidden Categories","Alcohol",20.00$,0.00$,69.01$
"Aug 2022","Hidden Categories: Vivian COGS","Hidden Categories","Vivian COGS",0.00$,-317.33$,-317.33$
"Aug 2022","Hidden Categories: Income Tax and HST","Hidden Categories","Income Tax and HST",0.00$,0.00$,400.00$
"Aug 2022","Hidden Categories: Moving Out Fund","Hidden Categories","Moving Out Fund",0.00$,-876.81$,10134.36$
"Aug 2022","Hidden Categories: Publishing","Hidden Categories","Publishing",0.00$,0.00$,6015.00$
"Aug 2022","Hidden Categories: Tuition","Hidden Categories","Tuition",0.00$,0.00$,813.38$
"Sep 2022","Credit Card Payments: Credit Card (TG)","Credit Card Payments","Credit Card (TG)",0.00$,688.38$,688.38$
"Sep 2022","Credit Card Payments: Reconcile account","Credit Card Payments","Reconcile account",0.00$,0.00$,0.00$
"Sep 2022","Credit Card Payments: BBC Visa","Credit Card Payments","BBC Visa",0.00$,0.00$,0.00$
"Sep 2022","Credit Card Payments: TD Travel Visa","Credit Card Payments","TD Travel Visa",0.00$,0.00$,0.00$
"Sep 2022","Credit Card Payments: Viv's Credit Card (TG)","Credit Card Payments","Viv's Credit Card (TG)",0.00$,0.00$,0.00$
"Sep 2022","Credit Card Payments: WS Credit Card","Credit Card Payments","WS Credit Card",0.00$,0.00$,0.00$
"Sep 2022","Monthly: Amroth House","Monthly","Amroth House",0.00$,0.00$,0.00$
"Sep 2022","Monthly: Internet","Monthly","Internet",52.00$,-51.35$,6.41$
"Sep 2022","Monthly: Cellphone","Monthly","Cellphone",100.00$,-90.66$,9.34$
"Sep 2022","Monthly: Groceries","Monthly","Groceries",515.00$,-581.24$,-66.24$
"Sep 2022","Monthly: Daycare","Monthly","Daycare",0.00$,0.00$,0.00$
"Sep 2022","Monthly: Life Insurance","Monthly","Life Insurance",0.00$,0.00$,0.00$
"Sep 2022","Cumulative: Fees","Cumulative","Fees",20.00$,0.00$,66.99$
"Sep 2022","Cumulative: Progeny","Cumulative","Progeny",0.00$,0.00$,0.00$
"Sep 2022","Cumulative: Books & Education","Cumulative","Books & Education",0.00$,0.00$,0.00$
"Sep 2022","Cumulative: Miscellaneous","Cumulative","Miscellaneous",0.00$,0.00$,0.00$
"Sep 2022","Cumulative: Car","Cumulative","Car",450.00$,-322.42$,910.04$
"Sep 2022","Cumulative: Health & Pharmacy","Cumulative","Health & Pharmacy",0.00$,0.00$,0.00$
"Sep 2022","Cumulative: Clothes","Cumulative","Clothes",160.00$,-66.55$,811.12$
"Sep 2022","Cumulative: Eating Out","Cumulative","Eating Out",200.00$,-40.63$,174.57$
"Sep 2022","Cumulative: Fun, Dates & Hobbies","Cumulative","Fun, Dates & Hobbies",50.00$,-169.50$,319.60$
"Sep 2022","Cumulative: Gifts","Cumulative","Gifts",150.00$,-65.95$,858.67$
"Sep 2022","Cumulative: Exercise","Cumulative","Exercise",150.00$,-274.08$,301.43$
"Sep 2022","Cumulative: Home Improvement","Cumulative","Home Improvement",0.00$,0.00$,23.98$
"Sep 2022","Cumulative: Public Transportation","Cumulative","Public Transportation",10.00$,-126.00$,80.75$
"Sep 2022","Cumulative: Bike","Cumulative","Bike",50.00$,0.00$,260.21$
"Sep 2022","Cumulative: Special Splurge","Cumulative","Special Splurge",0.00$,0.00$,0.00$
"Sep 2022","Cumulative: Tim's Choice","Cumulative","Tim's Choice",70.00$,0.00$,212.55$
"Sep 2022","Cumulative: Vivian's Choice","Cumulative","Vivian's Choice",70.00$,-247.39$,233.56$
"Sep 2022","Cumulative: Weddings","Cumulative","Weddings",180.00$,-258.75$,33.95$
"Sep 2022","Cumulative: Travel","Cumulative","Travel",200.00$,-328.85$,71.15$
"Sep 2022","Tax Deductible: Koala Budget","Tax Deductible","Koala Budget",0.00$,0.00$,0.00$
"Sep 2022","Tax Deductible: Timmy's Work","Tax Deductible","Timmy's Work",0.00$,0.00$,0.00$
"Sep 2022","Tax Deductible: Vivian's Work","Tax Deductible","Vivian's Work",0.00$,155.77$,155.77$
"Sep 2022","Tax Deductible: Medical","Tax Deductible","Medical",100.00$,277.01$,827.05$
"Sep 2022","Tax Deductible: God's Money","Tax Deductible","God's Money",520.00$,-472.00$,529.12$
"Sep 2022","Savings: RESP","Savings","RESP",0.00$,0.00$,0.00$
